Name,Cost,Cost per Click,Leads,Cost per Lead,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,ROAS,Profit,Ad Set ID,Category ID,Account ID
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-23-2026 - Copy,382.28,2.65,5,76.46,4,95.57,3,127.43,1,382.28,1,382.28,0,0,0,0,-382.28,120244295268190350,120244295268220350,1400488071021805
SC104_IfYoureHiringMovers | SV11_TwitterStyleLight | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026,18.66,2.67,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-18.66,120243806573790350,120235716942630350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-5-2026,58.53,2.66,1,58.53,1,58.53,0,0,-,0,-,0,0,0,0,0,-58.53,120243644099440350,120243644099400350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,588.26,5.77,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-588.26,120235723649620350,120235716942630350,1400488071021805
SC24_LongDistance1597HolidayV2CTA2 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025,161.53,2.99,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-161.53,120240988242510350,120235716942630350,1400488071021805
Calm Confidence - Promise Lead 2 - CID8XU7QPS | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026,215.16,1.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-215.16,120244614462560350,120235716942630350,1400488071021805
Moving Cost Clarity - Offer Lead 5 - CID7U549ZP | CB7_MovingA2Bedroom | 02-25-2026,44.01,4.89,1,44.01,1,44.01,1,44.01,-,0,-,0,0,0,0,0,-44.01,120244564976090350,120235716942630350,1400488071021805
SC55_LoadingBoxes | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,254.06,9.07,6,42.34,4,63.52,4,63.52,1,254.06,1,254.06,0,0,0,0,-254.06,120242668329500350,120235716942630350,1400488071021805
SC53_NewLocation | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,250.81,6.60,6,41.80,6,41.80,1,250.81,1,250.81,-,0,0,0,0,0,-250.81,120242668329500350,120235716942630350,1400488071021805
SC64_RelaxLeaveItToUs | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,129.73,4.80,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-129.73,120243106829230350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026,18.84,3.14,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-18.84,120242380498510350,120242380469080350,1400488071021805
Threat / Hot Alarm - Proclamation Lead 5 - CIDU0C7XY1 | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026,26.38,5.28,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-26.38,120244564948450350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,23.77,0.66,1,23.77,0,0,0,0,-,0,-,0,0,0,0,0,-23.77,120244621374900350,120244621144460350,1400488071021805
SC82_AlmostPaid3k | SV32_AppleNoteDark | CB1_Savings | 2-2-2026,91.71,1.37,2,45.86,1,91.71,1,91.71,-,0,-,0,0,0,0,0,-91.71,120243500127710350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK21_PlanningAcross-country | CB9_3BR-POSITIONINGANGLE | 02-26-2026,188.78,3.37,4,47.20,3,62.93,0,0,-,0,-,0,0,0,0,0,-188.78,120244621374650350,120244621144460350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026,102.20,9.29,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-102.20,120244296253350350,120244296253070350,1400488071021805
3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026,28.19,0.59,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-28.19,120244304936690350,120244304936700350,1400488071021805
SC65_YouMovingStressHandled | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,3520.10,6.15,60,58.67,38,92.63,34,103.53,-,0,6,586.68,0,0,0,0,-3520.10,120243106899150350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,255.98,12.80,1,255.98,1,255.98,0,0,-,0,-,0,0,0,0,0,-255.98,120235723649580350,120235716942630350,1400488071021805
SC85_WantedToSeeOptions | SV32_AppleNoteDark | CB1_Savings | 2-2-2026,68.85,2.55,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-68.85,120243500127710350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-11-2026,894.33,1.35,13,68.79,11,81.30,17,52.61,11,81.30,2,447.17,0,0,0,0,-894.33,120243863684490350,120243863684480350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-28-2025,166.91,2.42,3,55.64,3,55.64,0,0,-,0,-,0,0,0,0,0,-166.91,120236419833820350,120236419833750350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB1_Savings | 09-28-2025,84.54,9.39,1,84.54,1,84.54,0,0,-,0,-,0,0,0,0,0,-84.54,120236419833820350,120236419833750350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026,4.38,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.38,120244005869950350,120244005869910350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-28-2025,554.84,2.73,14,39.63,12,46.24,6,92.47,1,554.84,1,554.84,0,0,0,0,-554.84,120236419833820350,120236419833750350,1400488071021805
SC83_HowMoversSneakExtraFees | SV32_AppleNoteDark | CB1_Savings | 2-2-2026,368.49,3.88,8,46.06,3,122.83,2,184.25,-,0,-,0,0,0,0,0,-368.49,120243500127710350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026,5.69,1.14,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.69,120244295519780350,120244295519740350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,73.70,0.88,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-73.70,120244295519780350,120244295519740350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-28-2025,104.86,3.88,1,104.86,1,104.86,0,0,-,0,-,0,0,0,0,0,-104.86,120236419833820350,120236419833750350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-28-2025,496.75,2.56,18,27.60,13,38.21,2,248.38,2,248.38,-,0,0,0,0,0,-496.75,120236419833820350,120236419833750350,1400488071021805
SC62_NYNewZP | SV25_MovingChangesLA | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,177.36,3.62,1,177.36,1,177.36,0,0,-,0,-,0,0,0,0,0,-177.36,120243106183460350,120235716942630350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CHK13_SmarterMoving | CB7_MovingA2Bedroom | 02-23-2026,590.51,0.11,7,84.36,5,118.10,6,98.42,1,590.51,-,0,0,0,0,0,-590.51,120244304936690350,120244304936700350,1400488071021805
SC84_Didn'tRealized | SV31_AppleNoteLight | CB1_Savings | 2-2-2026,103.97,1.79,1,103.97,0,0,0,0,-,0,-,0,0,0,0,0,-103.97,120243500127710350,120235716942630350,1400488071021805
Related Media | CHK4_WeGotYouCovered | CB2_StressFree | 1-25-2026,703.22,1.67,47,14.96,28,25.12,4,175.81,-,0,1,703.22,0,0,0,0,-703.22,120243177643290350,120243177643300350,1400488071021805
3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026,14.96,0.44,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-14.96,120244304936690350,120244304936700350,1400488071021805
3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026,47.87,0.40,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-47.87,120244304936690350,120244304936700350,1400488071021805
3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026,5.53,0.79,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.53,120244295519780350,120244295519740350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,753.80,7.39,16,47.11,10,75.38,2,376.90,2,376.90,1,753.80,0,0,0,0,-753.80,120235723649570350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026,96.71,4.40,1,96.71,1,96.71,0,0,-,0,-,0,0,0,0,0,-96.71,120244005869950350,120244005869910350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026,65.01,10.84,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-65.01,120244296253520350,120244296253070350,1400488071021805
SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,100.44,6.28,2,50.22,2,50.22,0,0,-,0,-,0,0,0,0,0,-100.44,120235723649780350,120235716942630350,1400488071021805
Related Media | SC11_FlyingFunny | SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 01-29-2026,1278.92,0.13,24,53.29,14,91.35,18,71.05,4,319.73,1,1278.92,0,0,0,0,-1278.92,120243382400210350,120243382400190350,1400488071021805
To-Do Overwhelm - Secret Lead - CIDVV4I1YN | CB7_MovingA2Bedroom | 03-03-2026,28.30,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-28.30,120244823661340350,120235716942630350,1400488071021805
To-Do Overwhelm - Proclamation Lead 1 - CIDXWNG9CF | CB7_MovingA2Bedroom | 03-03-2026,8.22,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-8.22,120244823661340350,120235716942630350,1400488071021805
To-Do Overwhelm - Promise Lead - CIDPM6NZO1 | CB7_MovingA2Bedroom | 03-03-2026,28.07,0,1,28.07,0,0,0,0,-,0,-,0,0,0,0,0,-28.07,120244823661340350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,177.46,2.06,1,177.46,1,177.46,0,0,-,0,-,0,0,0,0,0,-177.46,120244621374900350,120244621144460350,1400488071021805
To-Do Overwhelm - Proclamation Lead 2 - CIDERX917T | CB7_MovingA2Bedroom | 03-03-2026,16.68,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.68,120244823661340350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,100.70,2.72,1,100.70,1,100.70,2,50.35,-,0,-,0,0,0,0,0,-100.70,120244621374900350,120244621144460350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 02-15-2026,946.99,7.89,18,52.61,15,63.13,31,30.55,1,946.99,1,946.99,0,0,0,0,-946.99,120244005869920350,120244005869910350,1400488071021805
To-Do Overwhelm - Proclamation Lead 3 - CID8FUFZXI | CB7_MovingA2Bedroom | 03-03-2026,15.64,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-15.64,120244823661340350,120235716942630350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026,162.26,2.90,8,20.28,3,54.09,8,20.28,-,0,-,0,0,0,0,0,-162.26,120243700609320350,120243697019070350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,281.67,10.06,5,56.33,5,56.33,0,0,-,0,-,0,0,0,0,0,-281.67,120235723649560350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026,64.06,5.34,1,64.06,1,64.06,0,0,-,0,-,0,0,0,0,0,-64.06,120244295994250350,120244295994470350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK4_WeGotYouCovered | CB2_StressFree | 1-25-2026,33.54,6.71,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-33.54,120243177643490350,120243177643310350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,114.50,28.63,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-114.50,120244700982070350,120244621144460350,1400488071021805
SC63_NYNewHome | SV26_MovingChangesMia | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,197.06,2.56,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-197.06,120243106759790350,120235716942630350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,497.18,4.83,6,82.86,6,82.86,1,497.18,1,497.18,-,0,0,0,0,0,-497.18,120235723649570350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK20_Movinga3+bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,99.73,4.16,1,99.73,0,0,0,0,-,0,-,0,0,0,0,0,-99.73,120244621374660350,120244621144460350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,505.03,10.31,7,72.15,7,72.15,1,505.03,-,0,1,505.03,0,0,0,0,-505.03,120235723649610350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026,9.59,0.56,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.59,120244304936690350,120244304936700350,1400488071021805
3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026,79.53,0.49,1,79.53,1,79.53,1,79.53,1,79.53,-,0,0,0,0,0,-79.53,120244304936690350,120244304936700350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026,252.18,3.15,4,63.05,2,126.09,2,126.09,-,0,1,252.18,0,0,0,0,-252.18,120244007879860350,120244007879920350,1400488071021805
3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026,10.99,1.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-10.99,120244304936690350,120244304936700350,1400488071021805
3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026,11.25,1.13,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11.25,120244304936690350,120244304936700350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 1-25-2026,9.88,4.94,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.88,120243177643490350,120243177643310350,1400488071021805
SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,778.86,5.56,16,48.68,8,97.36,0,0,-,0,-,0,0,0,0,0,-778.86,120235723649590350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 10-16-2025,91.12,6.51,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-91.12,120237506597320350,120237506597330350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,5.42,5.42,1,5.42,1,5.42,1,5.42,-,0,-,0,0,0,0,0,-5.42,120244005869950350,120244005869910350,1400488071021805
3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026,77.17,2.66,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-77.17,120244295994450350,120244295994470350,1400488071021805
3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026,26.05,1.13,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-26.05,120244288534710350,120235716942630350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026,18.12,3.62,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-18.12,120242380498510350,120242380469080350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026,48.22,1.46,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-48.22,120242380498510350,120242380469080350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026,640.25,4.67,10,64.03,8,80.03,4,160.06,-,0,2,320.13,0,0,0,0,-640.25,120242380498510350,120242380469080350,1400488071021805
3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026,36.17,3.62,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-36.17,120244295994460350,120244295994470350,1400488071021805
SC65_YouMovingStressHandled | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,206.14,4.29,2,103.07,1,206.14,0,0,-,0,-,0,0,0,0,0,-206.14,120243106829230350,120235716942630350,1400488071021805
SC11_FlyingFunny | SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026,274.06,0.18,3,91.35,3,91.35,4,68.52,1,274.06,1,274.06,0,0,0,0,-274.06,120243576756120350,120243576756130350,1400488071021805
Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,20.30,0.05,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-20.30,120243579613250350,120243579613300350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026,10,1.67,1,10,1,10,1,10,-,0,1,10,0,0,0,0,-10,120244007697680350,120244005869910350,1400488071021805
DCO | 02-23-2026,1501.63,3.28,19,79.03,12,125.14,16,93.85,-,0,-,0,0,0,0,0,-1501.63,120244302980430350,120244302980420350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 12-14-2025,1145.83,5.97,18,63.66,14,81.85,1,1145.83,-,0,-,0,0,0,0,0,-1145.83,120241170195730350,120235716942630350,1400488071021805
Hook3 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025,119.41,2.09,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-119.41,120237459188090350,120235716942630350,1400488071021805
SC7_CheckThis | SV10_TwitterStyleDark | CHK2_StartingAt1597 | CB1_Savings | 12-14-2025,439.69,4.68,7,62.81,4,109.92,0,0,-,0,-,0,0,0,0,0,-439.69,120241170195730350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026,205.65,1.41,5,41.13,4,51.41,2,102.83,1,205.65,1,205.65,0,0,0,0,-205.65,120242380498510350,120242380469080350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,267.10,1.38,2,133.55,2,133.55,2,133.55,-,0,-,0,0,0,0,0,-267.10,120244005869920350,120244005869910350,1400488071021805
SC12_FinalCheck _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB1_Savings | 10-28-2025,199.88,3.92,6,33.31,5,39.98,5,39.98,1,199.88,3,66.63,0,0,0,0,-199.88,120238257403750350,120238257403760350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,282.09,1.77,2,141.05,2,141.05,1,282.09,1,282.09,-,0,0,0,0,0,-282.09,120244621144520350,120244621144460350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-30-2025,324.62,3.49,9,36.07,6,54.10,1,324.62,1,324.62,1,324.62,0,0,0,0,-324.62,120236564277890350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-30-2025,590.19,4.19,7,84.31,6,98.36,1,590.19,-,0,1,590.19,0,0,0,0,-590.19,120236564277950350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-30-2025,581.43,2.51,16,36.34,11,52.86,0,0,-,0,-,0,0,0,0,0,-581.43,120236564278200350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-30-2025,546.11,3.21,5,109.22,5,109.22,0,0,-,0,-,0,0,0,0,0,-546.11,120236564277920350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,10.60,5.30,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-10.60,120238198717900350,120238198716820350,1400488071021805
Calm Confidence - Promise Lead 1 - CIDYWWUBC1 | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026,414.25,2.84,6,69.04,6,69.04,6,69.04,-,0,1,414.25,0,0,0,0,-414.25,120244614462560350,120235716942630350,1400488071021805
SC62_NYNewZP | SV26_MovingChangesMia | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,132.51,2.82,1,132.51,1,132.51,0,0,-,0,-,0,0,0,0,0,-132.51,120243106759790350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-30-2025,818.21,4.20,15,54.55,12,68.18,2,409.11,1,818.21,1,818.21,0,0,0,0,-818.21,120236564277920350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-30-2025,153.64,3.75,2,76.82,2,76.82,0,0,-,0,-,0,0,0,0,0,-153.64,120236564277950350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-30-2025,822.09,4.42,16,51.38,14,58.72,3,274.03,3,274.03,2,411.05,0,0,0,0,-822.09,120236564277950350,120235716942630350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,496.51,3.79,9,55.17,7,70.93,0,0,-,0,-,0,0,0,0,0,-496.51,120236564278100350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 3 - CIDB0WV4K3 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,100.86,2.73,1,100.86,1,100.86,0,0,-,0,-,0,0,0,0,0,-100.86,120244008392690350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025,144,5.14,2,72,2,72,0,0,-,0,-,0,0,0,0,0,-144,120236865891520350,120236865891370350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025,16.60,2.37,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.60,120236865891520350,120236865891370350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025,4.53,4.53,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.53,120236865891520350,120236865891370350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025,59.51,3.13,3,19.84,3,19.84,1,59.51,-,0,-,0,0,0,0,0,-59.51,120236865891520350,120236865891370350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 10-06-2025,475.46,2.57,19,25.02,18,26.41,2,237.73,2,237.73,-,0,0,0,0,0,-475.46,120236865891520350,120236865891370350,1400488071021805
Excited Transformation - Proclamation Lead 3 - CID79VBYJC | CB7_MovingA2Bedroom | 02-25-2026,221.61,1.67,1,221.61,1,221.61,0,0,-,0,-,0,0,0,0,0,-221.61,120244564744370350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 10-06-2025,1201.12,2.63,22,54.60,21,57.20,0,0,-,0,-,0,0,0,0,0,-1201.12,120236865891520350,120236865891370350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025,35.71,5.95,3,11.90,3,11.90,3,11.90,1,35.71,-,0,0,0,0,0,-35.71,120236865891520350,120236865891370350,1400488071021805
3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026,0.79,0.79,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.79,120244295994240350,120244295994470350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK4_WeGotYouCovered | CB2_StressFree | 10-06-2025,19.77,2.47,2,9.89,2,9.89,1,19.77,1,19.77,-,0,0,0,0,0,-19.77,120236865891520350,120236865891370350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK2_StartingAt1597 | CB3_CostSavings | 10-28-2025,453.62,3.49,3,151.21,3,151.21,1,453.62,-,0,1,453.62,0,0,0,0,-453.62,120238257403750350,120238257403760350,1400488071021805
3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026,6.79,0.36,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-6.79,120244304936690350,120244304936700350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,9.34,9.34,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.34,120244295527090350,120244295527190350,1400488071021805
Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026,38.25,6.38,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-38.25,120244296367910350,120244296367860350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB1_Savings | 09-30-2025,900.77,5.21,13,69.29,10,90.08,1,900.77,1,900.77,1,900.77,0,0,0,0,-900.77,120236564278100350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026,9.83,4.92,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.83,120244295994250350,120244295994470350,1400488071021805
