"Ad name","Amount spent (USD)",Impressions,"Clicks (all)","Link clicks","Reporting starts","Reporting ends"
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",46.03,1411,17,13,2025-09-15,2026-03-03
"SC50_NYNewPricing | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",46.02,541,11,12,2025-09-15,2026-03-03
"SC13_SavedMe _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 01-29-2026",45.98,1713,26,9,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK22_MovingYourEntire | CB9_3BR-POSITIONINGANGLE | 02-26-2026",45.92,1840,26,18,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",45.8,1714,33,24,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",45.44,723,23,18,2025-09-15,2026-03-03
"Visual Move Proof - Offer Lead 1 - CID9MFVST3 | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",45.4,493,25,24,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",45.38,3233,63,45,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",45.34,1489,15,10,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK22_MovingYourEntire | CB9_3BR-POSITIONINGANGLE | 02-26-2026",45.34,1638,24,15,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 5 - CIDP0DZOP2 | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",45.31,1335,16,15,2025-09-15,2026-03-03
"SC58_ChooseDateLaterV2 | SV22_TruckCalendar | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",44.46,772,32,32,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",44.39,1981,26,19,2025-09-15,2026-03-03
"SC40_GentlyandCorreclyV1 | SV21_HoldingSignCouple | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",44.17,487,17,18,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK17_LongDistanceMoves | CB8_BeforeYouBook | 2-10-2026",44.05,671,6,5,2025-09-15,2026-03-03
"Moving Cost Clarity - Offer Lead 5 - CID7U549ZP | CB7_MovingA2Bedroom | 02-25-2026",44.04,1128,11,10,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 4 - CIDS069ALR | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",42.6,536,93,100,2025-09-15,2026-03-03
"SC81_BeforeYouBook | SV30_EducationalLayout | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",42.55,502,13,11,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",41.86,2362,24,16,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026",41.8,597,91,98,2025-09-15,2026-03-03
"VHK7_AffordableMoving | VB3_VAMQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB1_Savings | 10-30-2025",41.6,557,20,18,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-29-2026",41.41,1341,20,13,2025-09-15,2026-03-03
"SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-28-2025",41.27,1535,27,19,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",41.22,650,24,21,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",41.2,1674,19,12,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK14_Moving2Bedrooms | CB7_MovingA2Bedroom | 2-2-2026",40.61,545,6,3,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025",40.21,786,5,3,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV32_AppleNoteDark | CB1_Savings | 02-23-2026 - Copy",39.95,1646,102,102,2025-09-15,2026-03-03
"SC69_TransparentPricing-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",39.9,534,10,8,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",39.84,1745,17,9,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",39.64,1043,46,46,2025-09-15,2026-03-03
"SC93_SingleV3 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",39.62,656,32,34,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 03-03-2026",39.53,1412,32,5,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",39.39,1138,13,6,2025-09-15,2026-03-03
"SC85_WantedToSeeOptions | SV31_AppleNoteLight | CB1_Savings | 2-2-2026",39.36,939,39,40,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026",38.99,506,116,128,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",38.87,1201,26,18,2025-09-15,2026-03-03
"VHK6_FloridatoTexas | VB2_BudgetMoveQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB1_Savings | 10-30-2025",38.81,664,29,31,2025-09-15,2026-03-03
"SC11_FlyingFunny _ SV8_Gmail_White | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025",38.46,1123,34,19,2025-09-15,2026-03-03
"SC92_SingleV2 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",38.42,562,30,24,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",38.26,456,7,6,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",37.72,2181,36,22,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",37.62,465,9,5,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB1_Savings | 10-06-2025",37.57,751,30,31,2025-09-15,2026-03-03
"SC41_GentlyandCorreclyV2 | SV21_HoldingSignCouple | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",37.33,249,9,9,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 1 - CIDYHXHG5C | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",37.11,531,112,121,2025-09-15,2026-03-03
"SC74_TransparentPricing-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",36.62,540,8,6,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV32_AppleNoteDark | CB1_Savings | 2-2-2026",36.52,725,30,32,2025-09-15,2026-03-03
"SC12_FinalCheck _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025",36.42,1040,23,6,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",36.22,1109,16,11,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 01-29-2026",36.12,1110,96,100,2025-09-15,2026-03-03
"VHK20_Ialmostdidn't | VB5_BiggestWorry | VV10_UGC_CostAngle1_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 01-27-2026",35.98,450,19,16,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",35.71,310,9,6,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-18-2026",35.45,1311,11,5,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",35.37,624,50,53,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",35.19,342,8,5,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",34.99,1219,24,20,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 2-4-2026",34.67,438,67,80,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK3_StressFreeLongDistance | CB2_StressFree | 1-11-2026",34.53,524,4,3,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",34.27,1035,12,7,2025-09-15,2026-03-03
"3-Step Process - Proclamation Lead 1 - CID9P1A5SA | CB7_MovingA2Bedroom | 03-03-2026",34.04,475,7,5,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK3_StressFreeLongDistance | CB2_StressFree | 2-4-2026",33.86,285,57,67,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",33.65,1439,14,11,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK4_WeGotYouCovered | CB2_StressFree | 01-25-2026",33.54,312,7,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",33.47,1353,21,10,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026",33.35,729,17,14,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 02-04-2026",33.28,918,7,6,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK16_KnowYourRealCosts | CB8_BeforeYouBook | 2-10-2026",33.15,338,1,1,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 03-18-2026",32.86,285,3,,2025-09-15,2026-03-03
"Hook5 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025",32.66,419,21,21,2025-09-15,2026-03-03
"SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026",31.1,399,78,86,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",30.19,671,20,20,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CB1_Savings | 02-23-2026",29.89,633,5,3,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",29.7,1230,39,10,2025-09-15,2026-03-03
"Visual Move Proof - Offer Lead 5 - CIDA2EIQQL | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",29.56,443,17,18,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",29.55,890,43,41,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 4 - CIDCGZUZJE | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",28.8,495,14,7,2025-09-15,2026-03-03
"SC48_CheckThisNYV2 | SV9_GmailLight | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",28.55,838,9,5,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK17_LongDistanceMoves | CB8_BeforeYouBook | 2-2-2026",28.48,359,1,,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK12_BuiltForLarger | CB7_MovingA2Bedroom | 2-2-2026",28.44,379,7,5,2025-09-15,2026-03-03
"To-Do Overwhelm - Secret Lead - CIDVV4I1YN | CB7_MovingA2Bedroom | 03-03-2026",28.3,371,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",28.19,629,46,48,2025-09-15,2026-03-03
"To-Do Overwhelm - Promise Lead - CIDPM6NZO1 | CB7_MovingA2Bedroom | 03-03-2026",28.07,534,6,6,2025-09-15,2026-03-03
"SC76_NationwideLicensedInsured-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",27.88,502,9,9,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-28-2025",27.54,602,38,10,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",27.34,854,8,8,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK21_PlanningAcross-country | CB9_3BR-POSITIONINGANGLE | 02-26-2026",27.33,410,69,75,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK20_Movinga3+bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026",27.08,362,47,59,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 8 - CIDYDBYD65 | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",26.67,1167,36,40,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",26.61,591,15,14,2025-09-15,2026-03-03
"Threat / Hot Alarm - Proclamation Lead 5 - CIDU0C7XY1 | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",26.38,272,8,5,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-23-2026",26.17,1017,6,5,2025-09-15,2026-03-03
"SC59_MoveTimelineV2 | SV22_TruckCalendar | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",26.15,576,20,20,2025-09-15,2026-03-03
"SC67_LicensedInsuredNationwide-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",26.13,362,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",26.05,1673,29,23,2025-09-15,2026-03-03
"VHK8_CrossCountryMove | VB4_FairPriceQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB1_Savings | 10-30-2025",25.88,441,19,19,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",25.63,877,21,15,2025-09-15,2026-03-03
"Belongings Protection - Story Lead 4 - CIDQWRV24F | CB7_MovingA2Bedroom | 03-02-2026",25.32,1065,18,17,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",25.13,692,20,17,2025-09-15,2026-03-03
"SC71_NationwideLicensedInsured-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",24.86,330,2,1,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",24.76,212,7,5,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",24.71,232,3,3,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",24.64,571,32,27,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",24.44,468,6,4,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",24.42,276,8,7,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 8 - CIDRRJQ28D | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",24.24,939,13,11,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",24.19,679,89,100,2025-09-15,2026-03-03
"SC68_Licensed&Ensured-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",24.1,504,7,7,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",23.77,472,37,36,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",23.52,709,49,48,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 9 - CIDC9FEYF1 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",23.51,874,18,18,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",23.41,179,11,7,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",23.21,157,4,3,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026",22.9,271,61,63,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",22.8,870,21,20,2025-09-15,2026-03-03
"3-Step Process - Problem-Solution Lead 2 - CIDOWZNGVK | CB7_MovingA2Bedroom | 03-03-2026",22.65,335,2,1,2025-09-15,2026-03-03
"SC96_CarouselV1 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",22.44,268,5,3,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",22.28,278,3,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",22.22,708,19,17,2025-09-15,2026-03-03
"SC61_MoveTimelineV3 | SV22_TruckCalendar | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",21.98,275,13,14,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",21.56,146,7,4,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",21.56,1147,18,16,2025-09-15,2026-03-03
"3-Step Process - Promise Lead - CID4GQYWX3 | CB7_MovingA2Bedroom | 03-03-2026",21.5,309,2,,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",21.48,213,4,2,2025-09-15,2026-03-03
"SC11_FlyingFunny _ SV8_Gmail_Dark | CHK4_WeGotYouCovered | CB2_StressFree | 10-14-20254",21.38,673,13,12,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",21.36,713,75,79,2025-09-15,2026-03-03
"SC97_CarouselV2 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",20.82,148,3,3,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK22_MovingYourEntire | CB9_3BR-POSITIONINGANGLE | 02-26-2026",20.36,567,3,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",20.33,822,17,6,2025-09-15,2026-03-03
"Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026",20.3,749,344,446,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 01-25-2026",20.16,688,9,4,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",20.02,1248,11,10,2025-09-15,2026-03-03
"SC14_AlmostOverpaid _ SV8_Gmail_Dark | CHK4_WeGotYouCovered | CB2_StressFree | 10-14-2025",19.97,428,4,3,2025-09-15,2026-03-03
"SC33_CheckThisHolidayV3 | SV13_GmailDark | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025",19.87,481,7,4,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",19.78,581,4,4,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK4_WeGotYouCovered | CB2_StressFree | 10-06-2025",19.77,698,11,8,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK3_StressFreeLongDistance | CB2_StressFree | 02-04-2026",19.75,585,9,2,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",19.72,342,7,1,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025",19.69,300,2,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",19.52,651,12,8,2025-09-15,2026-03-03
"SC12_FinalCheck _ SV8_Gmail_White | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025",19.37,506,4,2,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",19.14,377,17,16,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",19.13,963,54,59,2025-09-15,2026-03-03
"Full Relocation Specialist - Offer Lead 2 - CIDN3HR4Q0 | CB7_MovingA2Bedroom | 03-02-2026",19.12,802,10,7,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",18.84,552,7,6,2025-09-15,2026-03-03
"Hook3 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025",18.8,347,14,13,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 4 - CIDVO258YQ | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",18.66,628,10,7,2025-09-15,2026-03-03
"Stress-Free Exists - Promise Lead 2 - CIDX08GR8H | CB7_MovingA2Bedroom | 03-03-2026",18.42,726,8,7,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",18.24,141,4,2,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",18.12,713,7,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",17.94,764,13,10,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",17.86,379,17,13,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 5 - CIDR0EU553 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",17.83,559,5,5,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 2-8-2026",17.77,276,3,2,2025-09-15,2026-03-03
"Stress-Free Exists - Proclamation Lead 1 - CID798SMK0 | CB7_MovingA2Bedroom | 03-03-2026",17.67,278,1,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",17.35,310,24,21,2025-09-15,2026-03-03
"VHK20_Ialmostdidn't | VB5_BiggestWorry | VV7_UGC_CostAngle1_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 01-27-2026",17.02,177,4,4,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",16.83,550,8,7,2025-09-15,2026-03-03
"SC34_CheckThisHolidayV4 | SV13_GmailDark | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025",16.81,441,4,3,2025-09-15,2026-03-03
"SC72_LicensedInsuredNationwide-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",16.79,249,5,5,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",16.7,493,10,6,2025-09-15,2026-03-03
"To-Do Overwhelm - Proclamation Lead 2 - CIDERX917T | CB7_MovingA2Bedroom | 03-03-2026",16.68,229,1,1,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",16.62,2169,55,25,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",16.6,639,15,7,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 02-04-2026",16.53,171,3,1,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-13-2025",16.38,224,12,11,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",16.32,576,7,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",16.3,196,7,9,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026",16.25,208,14,15,2025-09-15,2026-03-03
